0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.015,3.079,13.914
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.007,3.823,13.598
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.041,6.683,12.625
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.061,8.606,19.069
